1966,11,34943905
1966,12,43004840
1967,1,48517313
1967,2,47431583
1967,3,42977055
1967,4,33111782
1967,5,22794380
1967,6,14367907
1967,7,8209985
1967,8,5308387
1967,9,5868905
1967,10,17572431
1967,11,34512366
1967,12,44067181
1968,1,46289100
1968,2,43739611
1968,3,37626842
1968,4,28000884
1968,5,16393466
1968,6,7952961
1968,8,2088745
1968,9,3940154
1968,10,19773553
1968,11,35484245
1968,12,43768925
1969,1,47725084
1969,2,48232062
1969,3,41880619
1969,4,30448763
1969,5,18905911
1969,11,34168824
1969,12,43345810
1970,1,48258882
1970,2,44909506
1970,3,41999112
1970,4,33810900
1970,5,21327170
1970,6,12511446
1970,7,4937760
1970,8,2999106
1970,9,4790419
1970,10,21838525
1970,11,35509706
1970,12,46117929
1971,1,47410782
1971,2,46236616
1971,3,44066124
1971,4,31246246
1971,5,19961577
1971,6,9975345
1971,10,21529810
1971,11,34165956
1971,12,44124200
1972,1,47309234
1972,2,48885932
1972,3,40888616
1972,4,31505340
1972,5,19758867
1972,6,11174867
1972,7,5022533
1972,8,4435922
1972,9,7762019
1972,10,21523013
1972,11,35873773
1972,12,44802621
1973,1,46248327
1973,2,46615419
1973,3,40306435
1973,4,31386037
1973,5,21181442
1973,6,12105521
1973,7,5287337
1973,8,3694707
1973,9,5681795
1973,10,17957272
1973,11,37323442
1973,12,44285897
1974,1,46053717
1974,2,45333606
1974,3,39465491
1974,4,30926141
1974,5,23093156
1974,6,11637293
1974,7,4713370
1974,8,3479608
1974,9,4011574
1974,10,19005517
1974,11,30491381
1974,12,39493228
1975,1,44948833
1975,2,44944562
1975,3,41269190
1975,4,31674417
1975,5,19897687
1975,6,11079061
1975,7,4599335
1975,8,3086043
1975,9,5270238
1975,10,16781140
1975,11,30807035
1975,12,42452481
1976,1,45675463
1976,2,45234435
1976,3,41445021
1976,4,30057899
1976,5,22475148
1976,6,13893683
1976,7,5709484
1976,8,3347234
1976,9,5179984
1976,10,25724453
1976,11,34636193
1976,12,42267907
1977,1,48997486
1977,2,44391418
1977,3,40054669
1977,4,30939797
1977,5,20143783
1977,6,11760006
1977,7,5434611
1977,8,3496096
1977,9,7385035
1977,10,19056533
1977,11,31588443
1977,12,44974193
1978,1,49721869
1978,2,51320433
1978,3,43757993
1978,4,30198404
1978,5,22092903
1978,6,14971615
1978,7,6883573
1978,8,4770379
1978,9,6116437
1978,10,17955494
1978,11,31581854
1978,12,43912093
1979,1,49414773
1979,2,47677543
1979,3,43722687
1979,4,34605651
1979,5,22822699
1979,6,12152007
1979,7,5931380
1979,8,4150055
1979,9,5449468
1979,10,14680893
1979,11,28279235
1979,12,37868518
1980,1,45906098
1980,2,48503076
1980,3,42769441
1980,4,33566498
1980,5,20569385
1980,6,10900308
1980,7,5404360
1980,8,4233282
1980,9,4919381
1980,10,13609863
1980,11,31278962
1980,12,37440756
1981,1,41890246
1981,2,43716147
1981,3,42654517
1981,4,33618227
1981,5,22482076
1981,6,13419998
1981,7,5797739
1981,8,4560544
1981,9,4540126
1981,10,16751894
1981,11,33575352
1981,12,43738194
1982,1,48248582
1982,2,46269839
1982,3,40688446
1982,4,31763875
1982,5,18913061
1982,6,9080008
1982,7,3290677
1982,8,3048586
1982,9,5390048
1982,10,17426368
1982,11,33705434
1982,12,42986952
1983,1,46509928
1983,2,46808602
1983,3,40410453
1983,4,30119103
1983,5,20972793
1983,6,10352359
1983,7,4267052
1983,8,3142210
1983,9,5110738
1983,10,17169357
1983,11,32631910
1983,12,44404643
1984,1,46519879
1984,2,45121621
1984,3,41123339
1984,4,30618434
1984,5,18508663
1984,6,8452138
1984,7,3390309
1984,8,2517644
1984,9,3920014
1984,10,17440179
1984,11,33398513
1984,12,42326315
1985,1,50177375
1985,2,48520071
1985,3,44282014
1985,4,32683448
1985,5,22511832
1985,6,13409966
1985,7,4944182
1985,8,2989913
1985,9,4545997
1985,10,17450742
1985,11,37903069
1985,12,46247301
1986,1,46377047
1986,2,47921750
1986,3,39930729
1986,4,30372456
1986,5,20493007
1986,6,11029939
1986,7,4274998
1986,8,2999969
1986,9,6507621
1986,10,17436103
1986,11,33915919
1986,12,41892096
1987,1,47774666
1987,2,45743013
1987,3,43626938
1987,4,31030792
1987,5,18569114
1987,6,12155353
1987,7,5181565
1987,8,2736091
1987,9,5184292
1987,10,13347004
1987,11,32138212
1987,12,42510317
1988,1,47394294
1988,2,45418324
1988,3,39872664
1988,4,29041036
1988,5,18824880
1988,6,8057937
1988,7,3348678
1988,8,2314353
1988,9,4053684
1988,10,12780834
1988,11,31589381
1988,12,41313038
1989,1,45885856
1989,2,44230167
1989,3,38572869
1989,4,30042422
1989,5,18055332
1989,6,9185922
1989,7,4011740
1989,8,2413212
1989,9,5740413
1989,10,16684927
1989,11,32817690
1989,12,44959756
1990,1,45672660
1990,2,43510820
1990,3,37122145
1990,4,28120319
1990,5,17040199
1990,6,7170601
1990,7,2973446
1990,8,2382717
1990,9,3838303
1990,10,15248507
1990,11,30210775
1990,12,44214439
1991,1,46244867
1991,2,45587194
1991,3,39452672
1991,4,28572965
1991,5,18878492
1991,6,10640317
1991,7,3394022
1991,8,3017041
1991,9,4206690
1991,10,15579561
1991,11,34351636
1991,12,43025456
1992,1,46218447
1992,2,43534184
1992,3,38535901
1992,4,28817687
1992,5,18910025
1992,6,10261077
1992,7,3594345
1992,8,2437486
1992,9,5792103
1992,10,16775895
1992,11,34051455
1992,12,45726228
1993,1,46878884
1993,2,45272962
1993,3,39777053
1993,4,28379107
1993,5,18622355
1993,6,7913212
1993,7,3332444
1993,8,2629501
1993,9,5376730
1993,10,18219143
1993,11,38596997
1993,12,44033476
1994,1,45269132
1994,2,45922760
1994,3,39403453
1994,4,29754790
1994,5,18680435
1994,6,8996950
1994,7,3276684
1994,8,2713704
1994,9,4868449
1994,10,14231831
1994,11,33607826
1994,12,43581964
1995,1,46127759
1995,2,42667292
1995,3,38249182
1995,4,32947428
1995,5,19300981
1995,6,9481469
1995,7,3970573
1995,8,3534687
1995,9,6256272
1995,10,17535070
1995,11,35040938
1995,12,44112927
1996,1,46925730
1996,2,45029815
1996,3,41855000
1996,4,33117955
1996,5,20735760
1996,6,11254858
1996,7,3962738
1996,8,2599440
1996,9,6591240
1996,10,19142141
1996,11,35246953
1996,12,41955060
1997,1,46755855
1997,2,45581751
1997,3,39022784
1997,4,30990489
1997,5,19969956
1997,6,10106406
1997,7,4344839
1997,8,3633900
1997,9,6861245
1997,10,17541816
1997,11,34454258
1997,12,44285750
1998,1,46084579
1998,2,44771166
1998,3,41345561
1998,4,30877317
1998,5,18827111
1998,6,9481227
1998,7,3930605
1998,8,3140550
1998,9,5959671
1998,10,19375661
1998,11,33975331
1998,12,43727399
1999,1,44692425
1999,2,43849528
1999,3,39669116
1999,4,29676116
1999,5,18919422
1999,6,8698273
1999,7,3429649
1999,8,2612153
1999,9,5010451
1999,10,17553498
1999,11,34054247
1999,12,42991531
2000,1,47611637
2000,2,45538636
2000,3,39592935
2000,4,29445984
2000,5,19346028
2000,6,9719045
2000,7,3554280
2000,8,2857861
2000,9,6445269
2000,10,18502574
2000,11,35106448
2000,12,44373768
2001,1,47045962
2001,2,45495994
2001,3,40520322
2001,4,29618081
2001,5,17774821
2001,6,8746299
2001,7,3510127
2001,8,2652456
2001,9,5904491
2001,10,19060357
2001,11,31863524
2001,12,45227527
2002,1,46925881
2002,2,42928068
2002,3,37619367
2002,4,30537329
2002,5,19492407
2002,6,9225007
2002,7,3406817
2002,8,2858810
2002,9,5915532
2002,10,23236577
2002,11,35596931
2002,12,45868299
2003,1,48006789
2003,2,48541344
2003,3,41680982
2003,4,31431482
2003,5,20130156
2003,6,10250228
2003,7,3381184
2003,8,2764717
2003,9,5108965
2003,10,18211978
2003,11,35618298
2003,12,43261669
2004,1,48080812
2004,2,45482944
2004,3,38699972
2004,4,29449673
2004,5,20267474
2004,6,9755416
2004,7,3688738
2004,8,2540369
2004,9,5182424
2004,10,19689788
2004,11,34120380
2004,12,44366509
2005,1,46560475
2005,2,47636512
2005,3,41078403
2005,4,29512748
2005,5,17432838
2005,6,9065550
2005,7,3551235
2005,8,2609795
2005,9,4939175
2005,10,16768192
2005,11,32035037
